filename,title,year
824_portrait-of-nusch-eluard-1937.jpg .jpg,portrait of nusch eluard,1937
825_portrait-of-paul-%C3%A9luard-1937.jpg,portrait of paul éluard,1937
826_seated-portrait-of-marie-therese-walter-1937.jpg,seated portrait of marie therese walter,1937
827_still-life-with-candle-1937.jpg,still life with candle,1937
828_still-life-with-candlestick-1937.jpg,still life with candlestick,1937
829_the-imploring-1937.jpg,the imploring,1937
82_the-absinthe-drinker-1901-1.jpg,the absinthe drinker,1901
830_untitled-1937.jpg,untitled,1937
831_untitled-1937-1.jpg,untitled,1937
832_untitled-1937-2.jpg,untitled,1937
833_untitled-1937-3.jpg,untitled,1937
834_untitled-1937-4.jpg,untitled,1937
835_untitled-1937-5.jpg,untitled,1937
836_untitled-1937-6.jpg,untitled,1937
837_untitled-1937-7.jpg,untitled,1937
838_untitled-1937-9.jpg,untitled,1937
839_untitled-1937-10.jpg,untitled,1937
83_the-corrida-1901.jpg,the corrida,1901
840_untitled-1937-11.jpg,untitled,1937
841_woman-in-beret-and-checked-dress-1937.jpg,woman in beret and checked dress,1937
843_man-with-lollipop-1938.jpg .jpg,man with lollipop,1938
844_a-rooster-1938.jpg,a rooster,1938
845_a-rooster-1938-1.jpg,a rooster,1938
846_candle-palette-head-of-red-bull-1938.jpg,candle palette head of red bull,1938
847_candle-palette-head-of-red-bull-1938-1.jpg,candle palette head of red bull,1938
848_faun-s-head-1938.jpg,faun s head,1938
84_the-death-of-casagemas-1901.jpg,the death of casagemas,1901
850_man-with-a-straw-hat-and-an-ice-cream-1938.jpg,man with a straw hat and an ice cream,1938
851_man-with-ice-cream-cone-1938.jpg,man with ice cream cone,1938
852_man-with-straw-hat-1938.jpg,man with straw hat,1938
853_maya-with-boat-1938.jpg,maya with boat,1938
854_mother-and-child-marie-therese-and-maya-1938.jpg,mother and child marie therese and maya,1938
855_portrait-of-maya-1938.jpg,portrait of maya,1938
856_portrait-of-maya-with-her-doll-1938.jpg,portrait of maya with her doll,1938
857_seated-woman-in-garden-1938.jpg,seated woman in garden,1938
858_still-life-with-a-bull-s-head-book-and-candle-range-1938.jpg,still life with a bull s head book and candle range,1938
859_the-sailor-1938.jpg,the sailor,1938
85_the-death-of-casagemas-1901-1.jpg,the death of casagemas,1901
860_untitled-1938.jpg,untitled,1938
861_untitled-1938-1.jpg,untitled,1938
862_untitled-1938-2.jpg,untitled,1938
863_untitled-1938-3.jpg,untitled,1938
864_untitled-1938-4.jpg,untitled,1938
865_woman-sitting-in-an-armchair-1938.jpg,woman sitting in an armchair,1938
866_woman-with-cockerel-1938.jpg,woman with cockerel,1938
867_woman-with-straw-hat-on-flowery-background-1938.jpg,woman with straw hat on flowery background,1938
868_women-at-their-toilette-1938.jpg,women at their toilette,1938
869_young-tormented-girl-1939.jpg .jpg,young tormented girl,1939
86_the-divan-japonais-1901.jpg,the divan japonais,1901
870_femme-assise-robe-bleue-1939.jpg .jpg,femme assise robe bleue,1939
871_bust-of-woman-1939.jpg,bust of woman,1939
872_cat-catching-a-bird-1939.jpg,cat catching a bird,1939
873_cat-eating-a-bird-1939.jpg,cat eating a bird,1939
874_contemplating-people-1939.jpg,contemplating people,1939
875_dora-maar-1939.jpg,dora maar,1939
876_head-of-a-woman-1939.jpg,head of a woman,1939
877_marie-therese-leaning-1939.jpg,marie therese leaning,1939
878_night-fishing-at-antibes-1939.jpg,night fishing at antibes,1939
879_portrait-of-jaime-sabartes-as-grandee-1939.jpg,portrait of jaime sabartes as grandee,1939
87_the-fortune-1901.jpg,the fortune,1901
880_seated-female-nude-1939.jpg,seated female nude,1939
881_seated-woman-1939.jpg,seated woman,1939
882_seated-woman-with-blue-and-red-hat-1939.jpg,seated woman with blue and red hat,1939
883_still-life-with-bull-s-skull-1939.jpg,still life with bull s skull,1939
884_the-yellow-shirt-dora-maar-1939.jpg,the yellow shirt dora maar,1939
885_untitled-1939.jpg,untitled,1939
886_untitled-1939-1.jpg,untitled,1939
887_untitled-1939-2.jpg,untitled,1939
888_untitled-1939-3.jpg,untitled,1939
889_untitled-1939-4.jpg,untitled,1939
88_the-fourteenth-of-july-1901.jpg,the fourteenth of july,1901
890_untitled-1939-5.jpg,untitled,1939
891_untitled-1939-6.jpg,untitled,1939
892_untitled-1939-7.jpg,untitled,1939
893_untitled-1939-8.jpg,untitled,1939
894_woman-sitting-in-an-armchair-1939.jpg,woman sitting in an armchair,1939
895_woman-sitting-in-red-armchair-1939.jpg,woman sitting in red armchair,1939
896_woman-s-head-1939.jpg,woman s head,1939
897_a-hat-with-flowers-1940.jpg,a hat with flowers,1940
898_caf%C3%A9-in-royan-1940.jpg,café in royan,1940
899_caf%C3%A9-royan-1940.jpg,café royan,1940
89_the-greedy-1901.jpg,the greedy,1901
900_woman-styling-her-hair-1940.jpg,woman styling her hair,1940
901_dora-maar-with-cat-1941.jpeg,dora maar with cat,1941
902_boy-with-a-langosta-1941.jpg,boy with a langosta,1941
903_female-bust-portrait-de-dora-maar-1941.jpg,female bust portrait de dora maar,1941
904_female-nude-1941.jpg,female nude,1941
905_portrait-of-nusch-%C3%A9luard-1941.jpg,portrait of nusch éluard,1941
906_seated-dora-maar-1941.jpg,seated dora maar,1941
907_seated-woman-1941.jpg,seated woman,1941
908_seated-woman-on-wooden-chair-1941.jpg,seated woman on wooden chair,1941
909_seated-woman-with-spelling-book-1941.jpg,seated woman with spelling book,1941
90_the-mother-leading-two-children-1901.jpg,the mother leading two children,1901
910_woman-in-an-armchair-1941.jpg,woman in an armchair,1941
911_woman-in-striped-armchair-1941.jpg,woman in striped armchair,1941
912_woman-sitting-in-an-armchair-1941.jpg,woman sitting in an armchair,1941
913_woman-sitting-in-an-armchair-1941-1.jpg,woman sitting in an armchair,1941
914_woman-sitting-in-an-armchair-1941-2.jpg,woman sitting in an armchair,1941
915_woman-in-an-armchair-1941-1.jpg,woman in an armchair,1941
916_bust-of-a-woman-1942.jpg,bust of a woman,1942
917_bulls-head-1942.jpg .jpg,bulls head,1942
918_bull-s-head-on-the-table-1942.jpg,bull s head on the table,1942
919_portrait-of-woman-dora-maar-1942.jpg,portrait of woman dora maar,1942
91_the-pool-of-tuileries-1901.jpg,the pool of tuileries,1901
920_seated-woman-with-fish-1942.jpg,seated woman with fish,1942
921_still-life-with-guitar-1942.jpg,still life with guitar,1942
922_still-life-with-skull-of-ox-1942.jpg,still life with skull of ox,1942
923_the-serenade-1942.jpg,the serenade,1942
927_le-marin-1943.jpg .jpg,le marin,1943
928_a-child-with-pigeons-1943.jpg,a child with pigeons,1943
929_bust-of-woman-1943.jpg,bust of woman,1943
92_the-suicide-casagemas-1901.jpg,the suicide casagemas,1901
930_firsts-steps-1943.jpg,firsts steps,1943
931_head-of-woman-1943.jpg,head of woman,1943
932_portrait-of-d-m-1943.jpg,portrait of d m,1943
933_skull-urchins-and-lamp-on-a-table-1943.jpg,skull urchins and lamp on a table,1943
934_square-du-vert-galant-1943.jpg,square du vert galant,1943
935_the-buffet-catalan-1943.jpg,the buffet catalan,1943
936_the-buffet-of-catalan-1943.jpg,the buffet of catalan,1943
937_vase-with-flowers-1943.jpg,vase with flowers,1943
938_vase-with-flowers-1943-1.jpg,vase with flowers,1943
939_woman-with-hat-1943.jpg,woman with hat,1943
93_the-sun-king-1901.jpg,the sun king,1901
940_glass-and-pitcher-1944.jpg,glass and pitcher,1944
941_still-life-with-lamp-1944.jpg,still life with lamp,1944
942_tomato-plant-1944.jpg,tomato plant,1944
943_woman-washing-her-feet-1944.jpg,woman washing her feet,1944
944_woman-with-brooch-1944.jpg,woman with brooch,1944
946_woman-in-green-1943.jpg,woman in green,1943
947_the-charnel-house-1945.jpg .jpg,the charnel house,1945
948_bull-plate-i-1945.jpg,bull plate i,1945
949_bull-plate-ii-1945.jpg,bull plate ii,1945
94_two-acrobats-harlequin-and-his-companion-1901.jpg,two acrobats harlequin and his companion,1901
950_bull-plate-iii-1945.jpg,bull plate iii,1945
951_bull-plate-iv-1945.jpg,bull plate iv,1945
952_bull-plate-v-1945.jpg,bull plate v,1945
953_bull-plate-vi-1945.jpg,bull plate vi,1945
954_bull-plate-vii-1945.jpg,bull plate vii,1945
955_child-with-flower-1945.jpg,child with flower,1945
956_crane-and-pitcher-1945.jpg,crane and pitcher,1945
957_figure-1945.jpg,figure,1945
958_jug-candle-and-enamel-pan-1945.jpg,jug candle and enamel pan,1945
959_leeks-fish-head-skull-and-pitcher-1945.jpg,leeks fish head skull and pitcher,1945
95_woman-at-a-fountain-1901.jpg,woman at a fountain,1901
960_scenes-of-bullfighting-1945.jpg,scenes of bullfighting,1945
961_seated-woman-with-flat-hat-1945.jpg,seated woman with flat hat,1945
962_skull-and-leeks-1945.jpg,skull and leeks,1945
964_bull-plate-ix-1946.jpg,bull plate ix,1946
965_bull-plate-viii-1946.jpg,bull plate viii,1946
966_bull-plate-x-1946.jpg,bull plate x,1946
967_bull-plate-xi-1946.jpg,bull plate xi,1946
968_bull-study-1946.jpg,bull study,1946
969_composition-1946.jpg,composition,1946
96_woman-dressed-in-blue-1901.jpg,woman dressed in blue,1901
970_crane-book-and-oil-lamp-1946.jpg,crane book and oil lamp,1946
971_head-of-a-woman-with-green-curls-1946.jpg,head of a woman with green curls,1946
972_lust-for-life-pastorale-1946.jpg,lust for life pastorale,1946
973_owl-on-a-chair-and-sea-urchins-1946.jpg,owl on a chair and sea urchins,1946
974_standing-woman-1946.jpg,standing woman,1946
975_still-life-with-skull-on-an-armchair-1946.jpg,still life with skull on an armchair,1946
976_two-nude-women-1946.jpg,two nude women,1946
977_ulysses-and-sirens-1946.jpg,ulysses and sirens,1946
978_cock-and-knife-1947.jpg,cock and knife,1947
979_head-of-a-girl-1947.jpg,head of a girl,1947
97_woman-leaving-the-bath-1901.jpg,woman leaving the bath,1901
980_pigeon-1947.jpg,pigeon,1947
981_still-life-1947-1.jpg,still life,1947
982_still-life-on-a-table-1947.jpg,still life on a table,1947
983_pigeon-1948.jpg,pigeon,1948
984_claude-in-the-arms-of-his-mother-1948.jpg,claude in the arms of his mother,1948
985_claude-with-a-ball-1948.jpg,claude with a ball,1948
986_the-kitchen-1948.jpg,the kitchen,1948
987_the-kitchen-1948-1.jpg,the kitchen,1948
988_woman-sitting-in-an-armchair-1948.jpg,woman sitting in an armchair,1948
989_claude-two-years-old-and-his-hobby-horse-1949.jpg,claude two years old and his hobby horse,1949
98_woman-on-the-street-1901.jpg,woman on the street,1901
990_head-of-faun-1949.jpg,head of faun,1949
991_seated-francoise-with-blue-dress-1949.jpg,seated francoise with blue dress,1949
992_woman-sitting-in-an-armchair-1949.jpg,woman sitting in an armchair,1949
993_claude-and-paloma-playing-1950.jpg,claude and paloma playing,1950
994_drawing-woman-surrounded-by-her-children-1950.jpg,drawing woman surrounded by her children,1950
995_head-of-a-girl-1950.jpg,head of a girl,1950
996_massacre-in-korea-1951.jpg .jpg,massacre in korea,1951
997_francoise-gilot-with-paloma-and-claude-1951.jpg,francoise gilot with paloma and claude,1951
998_picador-on-the-horseback-on-arena-1951.jpg,picador on the horseback on arena,1951
999_portrait-of-child-1951.jpg,portrait of child,1951
99_woman-with-blue-hat-1901.jpg,woman with blue hat,1901
